ma_truong,ten_truong,ma_nganh,ten_nganh,chi_tieu,phuong_thuc_xet_tuyen,to_hop_mon
,HTC-Học Viện Tài chính,HY0312,Quản trị kinh doanh (CTĐT Quản trị doanh nghiệp; Quản trị kinh doanh du lịch),300,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0303QT,Quản trị kinh doanh khách sạn (Theo định hướng AHLEI) *,50,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HC0801,Tài chính bảo hiểm,80,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0111QT,Tài chính doanh nghiệp (Theo định hướng ACCA),600,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HS0111QT,Tài chính doanh nghiệp (Theo định hướng ACCA),100,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HY0151,Tài chính – Ngân hàng (CTĐT Tài chính doanh nghiệp; Ngân hàng),275,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0119,"Tài chính - Ngân hàng (CTĐT Thuế; Hải quan và nghiệp vụ ngoại thương; Tài chính quốc tế; Phân tích tài chính; Tài chính doanh nghiệp; Ngân hàng; Đầu
tư tài chính; Tài chính số *)",900,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0108QT,Tài chính quốc tế (Theo định hướng CMA) *,50,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HC0901,Thẩm định giá và kinh doanh bất động sản,80,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0901QT,Thẩm định giá và kinh doanh bất động sản (Theo định hướng ACCA),80,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HC0101QT,Thuế và Quản trị thuế (Theo định hướng ACCA),80,ĐT THPT,A01; D01; D07; X26
,HTC-Học Viện Tài chính,HY1502,Thương mại quốc tế,80,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC0401,Tin học tài chính kế toán,110,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC1812,Toán kinh tế (CTĐT Toán tài chính; Thống kê ứng dụng trong tài chính *),100,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTC-Học Viện Tài chính,HC1301,Trí tuệ nhân tạo trong tài chính kế toán,51,ĐT THPT,A00; A01; D01; D07; X06; X26
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7480201,Công nghệ thông tin,0,ĐT THPT,A00; A04; D01; D10; X21
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7760102,Công tác Thanh thiếu niên,0,ĐT THPT,C00; D01; D10; X21; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7760101,Công tác xã hội,0,ĐT THPT,C00; D01; D10; X21; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7310101,Kinh tế,0,ĐT THPT,A00; A04; D01; D10; X21
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7380101,Luật,0,ĐT THPT,A00; C00; D01; D10; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7320108,Quan hệ công chúng,0,ĐT THPT,C00; D01; D10; X21; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7310205,Quản lý Nhà nước,0,ĐT THPT,C00; D01; D10; X21; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7310401,Tâm lý học,0,ĐT THPT,C00; D01; D10; X21; X74
,HTN-Học Viện Thanh Thiếu Niên Việt Nam,7310202,Xây dựng Đảng và Chính quyền nhà nước,0,ĐT THPT,C00; D01; D10; X21; X74
,HTA-Học viện Tòa án,7380101,Luật,360,Học bạ; ĐT THPT,A00; A01; C01; D01
,HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,7720201,Dược học,400,ĐT THPT,A00; B00; C02; D07; X10
,HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,7720115,Y học cổ truyền,600,ĐT THPT,A02; B00; B03; D08; D35; X14
,HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,7720101,Y khoa,350,ĐT THPT,A02; B00; B03; D08; X14
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7510201,Công nghệ kỹ thuật cơ khí,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7510301,"Công nghệ kỹ thuật điện, điện tử",0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7510302,Công nghệ kỹ thuật điện tử viễn thông,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7510205,Công nghệ kỹ thuật ô tô,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7510103,Công nghệ kỹ thuật xây dựng (*),0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7340205,Công nghệ tài chính,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7480201,Công nghệ thông tin,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7340301,Kế toán,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7460108,Khoa học dữ liệu,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7480101,Khoa học máy tính,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7310101,Kinh tế,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7310109,Kinh tế số,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7520114,Kỹ thuật cơ điện tử,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7520103,Kỹ thuật cơ khí,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7520320,Kỹ thuật môi trường,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7520115,Kỹ thuật nhiệt,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7520130,Kỹ thuật ô tô,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A00; A01; A03; A04; A07; A08; A09; A10; C01; C03; C04; C14; D01; D84; K00; Q00; X06
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7340115,Marketing,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7140114,Quản lý giáo dục,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7340101,Quản trị kinh doanh,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
VHD-Trường Đại Học Công Nghiệp Việt,Hung,7340201,Tài chính ngân hàng,0,Học bạ; Kết hợp; ĐGNL HN; ĐGTD BK; ĐT THPT,A07; A08; A09; A10; C00; C03; C04; C14; C19; C20; D01; D10; D13; D14; D84; K00; Q00
,DHC-Khoa Giáo Dục Thể Chất Huế,7140206,Giáo dục Thế chất,0,Kết hợp,T00; T02; T05; T07; T08
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7480201,Công nghệ thông tin,0,Học bạ; ĐT THPT,A00; A01; D01; D07; X06; X26
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7140201,Giáo dục Mầm non,0,Kết hợp,M01; M09
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7140202,Giáo dục Tiểu học,0,ĐT THPT,C00; C01; C03; C04; D01; X01
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7340301,Kế toán,0,Học bạ; ĐT THPT,A09; C03; C04; C14; X01; X02; X21; X26
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7580201,Kỹ thuật xây dựng,0,Học bạ; ĐT THPT,A00; A01; D01; D07; X06; X26
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7380107,Luật kinh tế,0,Học bạ; ĐT THPT,C00; C03; C14; C19; C20; D14; X01; X70; X74
,DDP-Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,7810103,Quản trị dịch vụ du lịch và lữ hành,0,Học bạ; ĐT THPT,C00; C03; C04; C14; C20; D14; X01; X74
